1-WT-0h-A431	1-WT-0h-A431-HSA	1-WT-24h-A431	1-WT-24h-A431-HSA	1-WT-3h-A431	1-WT-3h-A431-HSA	2-WT-0h-A431	2-WT-0h-A431-HSA	2-WT-24h-A431	2-WT-24h-A431-HSA	2-WT-3h-A431	2-WT-3h-A431-HSA	3-WT-0h-A431	3-WT-0h-A431-HSA	3-WT-24h-A431	3-WT-24h-A431-HSA	3-WT-3h-A431	3-WT-3h-A431-HSA
C2_00180C_A	15	26	163	119	206	91	27	19	126	201	155	111	90	105	284	166	221	81
C2_00190C_A	1569	2311	1638	1936	841	774	2201	2520	1386	2450	690	983	2166	2186	1686	2064	824	704
C2_00200W_A	390	673	425	707	213	243	517	678	368	891	165	274	593	662	382	866	193	213
C2_00210W_A	13254	26301	3844	5345	4724	7883	18396	26456	4063	5719	6830	10382	18469	18590	3507	6570	5129	10495
C2_00220C_A	1048	1422	870	1108	451	446	1298	1652	793	1388	332	582	1399	1153	681	1397	473	373
C2_00230W_A	484	644	403	246	249	239	627	716	260	392	113	229	648	618	429	320	222	174
C2_00240C_A	76	115	95	1465	38	67	109	205	112	1830	26	70	116	249	195	1530	42	40
C2_00250W_A	658	1193	6249	15276	392	230	374	3603	5602	13445	419	620	1146	4239	7538	18260	399	640
C2_00260C_A	1119	1514	574	294	518	656	1447	1535	505	357	555	933	1381	1281	458	289	675	665
C2_00270C_A	263	495	455	292	138	181	376	532	371	343	117	233	409	431	316	343	143	165
C2_00280C_A	238	532	308	291	123	156	326	564	260	358	94	167	397	358	231	277	84	113
C2_00290W_A	191	297	200	162	112	108	276	415	154	184	63	112	325	293	154	149	80	69
C2_00300C_A	288	717	350	471	128	204	502	613	312	546	145	222	417	380	351	598	103	215
C2_00310W_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2_00320W_A	927	1379	698	590	392	453	1129	1310	658	588	537	610	1074	967	583	815	360	484
C2_00330C_A	1381	2070	2554	2566	803	559	1836	1908	1723	3483	468	832	1513	1272	2733	2406	911	535
C2_00340C_A	15788	26680	2522	881	2541	2381	18451	36645	1692	928	2255	2944	12752	17151	1568	1331	2588	2204
C2_00350W_A	1177	2786	782	313	328	262	1819	2566	587	404	297	327	996	1234	686	299	428	248
C2_00360C_A	2998	4104	2120	5482	934	1218	3521	4350	1667	6109	808	1645	3282	2961	2418	5543	1050	1128
C2_00370W_A	748	1481	548	1389	253	379	971	1789	455	1543	221	470	967	1335	577	1424	244	341
C2_00380C_A	4136	15290	1867	949	1558	1284	9321	6166	1478	1287	1792	1873	3293	4082	1461	1027	2026	1362
C2_00390C_A	1128	1455	1214	1403	603	651	1137	3644	1053	1302	671	753	1323	1560	1093	1217	541	634
C2_00400C_A	1286	2810	1116	1774	85	952	1248	3616	1326	1512	144	471	1886	2887	1024	1447	47	952
C2_00410C_A	1368	7097	2061	3724	915	2354	2738	3814	1603	5398	678	2149	3161	3172	2091	4675	1037	1738
C2_00420W_A	151	120	648	601	113	120	136	248	570	618	130	209	282	310	505	803	133	133
C2_00430C_A	1156	2532	855	382	481	483	1786	1690	721	343	460	646	1005	1089	484	487	451	474
C2_00440W_A	519	1201	412	239	240	239	951	797	306	279	280	323	453	547	270	294	232	237
C2_00450C_A	790	1152	885	985	302	309	999	1297	684	1120	231	362	1054	909	853	849	335	310
C2_00460W_A	21	21	11	16	5	2	39	48	6	15	3	3	35	39	15	15	4	5
C2_00470W_A	1870	4797	1411	1173	1006	1417	3361	3037	1003	1603	747	1589	2439	2697	1228	1275	967	1299
C2_00480C_A	151	344	685	1415	121	76	176	281	630	1484	82	118	219	429	660	1455	116	83
C2_00490W_A	1133	1442	904	1510	462	436	1357	1769	789	1419	292	689	1027	1300	760	1388	452	416
C2_00500W_A	432	942	583	636	195	134	772	972	469	939	176	248	766	563	632	747	275	175
C2_00510W_A	125	132	401	144	134	131	81	214	320	160	106	217	235	311	255	152	110	137
C2_00520W_A	1669	3397	1545	1950	912	891	2474	3353	1364	1979	876	1223	1996	2125	1478	1840	1034	831
C2_00530W_A	4	11	13	11	5	3	11	15	10	11	3	5	11	22	15	23	3	8
C2_00540W_A	637	1353	657	1139	310	351	965	1536	436	1887	202	389	1041	1107	809	1354	351	294
C2_00550W_A	221	319	206	94	61	48	298	332	162	151	68	85	284	195	176	93	82	79
C2_00560W_A	1	3	1	0	0	1	3	2	1	1	0	0	3	4	0	0	3	0
C2_00570W_A	1844	3215	1669	2441	638	769	2559	2860	1382	2863	476	1080	2034	1935	1524	2589	650	746
C2_00580C_A	1841	3074	2234	2700	635	571	2467	3194	1524	3416	574	1022	1860	1915	1989	3134	676	588
C2_00590W_A	616	1335	810	685	263	258	996	1041	604	858	231	394	623	827	752	755	259	258
C2_00600C_A	157	415	464	1349	40	167	222	379	451	1107	43	96	248	387	386	1121	40	143
C2_00610C_A	2843	5810	2553	1999	2008	1346	3677	5975	2300	2346	2563	1808	3830	4470	2920	2491	2128	1640
C2_00620C_A	264	781	550	478	175	177	362	645	439	690	153	216	423	437	572	608	197	133
C2_00630C_A	281	606	256	154	581	220	344	449	185	232	271	316	457	649	233	122	468	224
C2_00640W_A	409	349	780	402	214	183	344	609	707	464	167	231	389	352	747	451	256	134
C2_00650W_A	309	868	875	1657	303	398	404	738	643	2051	188	464	685	899	776	1651	296	369
C2_00660C_A	309	72	1522	562	497	84	856	19	795	920	431	279	835	17	1752	745	588	41
C2_00670C_A	16	1	26	162	20	21	18	1	34	108	41	28	22	6	27	149	20	14
C2_00680C_A	7369	1872	13088	53046	28417	15572	10679	982	15628	38227	26816	17190	14018	3184	15128	51402	26589	8468
C2_00690W_A	181	652	1431	3844	341	219	279	372	1361	2903	379	375	312	195	1488	3243	421	257
C2_00700W_A	2512	5318	2058	2652	769	908	3357	5623	1484	3274	615	1166	3452	3673	1976	2361	960	876
C2_00710W_A	1755	3501	1929	2787	817	1197	2576	3038	1513	2668	635	1436	2412	2385	1329	2589	911	933
C2_00720C_A	540	1001	813	1742	223	193	742	946	679	1878	177	269	744	704	822	1783	210	190
C2_00730C_A	970	1546	381	577	257	329	1323	1354	256	900	160	357	1196	1201	411	456	311	282
C2_00740C_A	632	968	613	1297	272	178	786	1452	472	1369	218	362	877	1275	586	1226	339	265
C2_00750W_A	44	31	39	147	10	16	46	81	56	97	27	17	71	44	63	109	26	24
C2_00760C_A	58	66	8471	4563	19	5	36	89	8497	4686	20	19	46	260	6511	6636	28	14
C2_00770W_A	347	102	189	141	202	51	265	326	144	164	146	147	423	265	236	95	271	128
C2_00780W_A	96	80	471	194	66	69	94	235	323	175	51	106	205	179	363	177	78	82
C2_00790C_A	914	2692	1928	2490	611	1067	2011	1463	1529	3247	738	1325	1118	1036	1579	3490	671	978
C2_00800C_A	100	286	84	83	60	67	195	222	94	118	54	71	212	195	106	91	52	69
C2_00810C_A	388	785	305	288	236	383	520	577	292	344	268	371	479	508	309	329	232	295
C2_00820W_A	427	1091	508	418	197	334	598	857	391	685	213	402	622	717	425	468	192	328
C2_00830C_A	1311	2700	1314	1549	522	706	1923	1713	978	1603	329	861	1209	1510	1081	1732	510	590
C2_00840W_A	869	1945	1176	1708	386	458	1416	1506	1005	2048	306	642	1212	1136	1113	1860	447	423
C2_00850W_A	1081	2467	938	772	376	663	1205	2715	840	937	391	730	1533	2003	752	966	316	580
C2_00860C_A	12	42	178	288	244	66	53	13	126	635	155	89	157	17	159	401	251	84
C2_00870W_A	438	631	694	704	405	338	556	880	758	708	343	460	596	581	622	648	360	347
C2_00880W_A	362	442	635	397	292	322	403	477	521	453	308	422	741	529	547	415	304	287
C2_00890W_A	17	20	18	20	9	7	16	17	15	27	3	5	39	30	39	18	5	9
C2_00900W_A	0	2	0	0	0	0	0	0	1	1	0	0	0	0	2	2	1	0
C2_00910W_A	3	0	8	22	5	3	2	8	11	22	0	2	1	8	13	30	1	1
C2_00920W_A	120	176	146	176	49	44	125	182	149	177	56	73	168	159	140	239	78	55
C2_00930C_A	518	695	630	681	256	249	651	918	541	713	226	297	813	688	449	755	292	248
C2_00940W_A	441	366	595	1560	220	100	495	781	582	1328	266	114	868	557	589	1680	282	147
C2_00950C_A	1116	3287	573	327	393	432	2128	1831	582	365	560	621	912	1093	446	392	444	518
C2_00960C_A	265	604	566	879	793	659	567	502	555	807	1049	749	495	563	470	763	863	714
C2_00970C_A	1303	1556	1136	1105	524	438	1463	2383	908	1207	470	854	1235	1341	1193	922	568	617
C2_00980W_A	1	3	0	2	1	2	1	2	0	4	1	0	0	0	0	0	2	1
C2_00990W_A	14	4	1	5	1	2	8	14	1	5	4	2	10	18	2	5	0	2
C2_01000W_A	118602	121679	823	6788	20532	19144	82860	282374	890	7953	17203	54002	78713	131860	709	9460	20463	34110
C2_01010W_A	630	1650	790	1087	183	352	1436	1923	607	1730	302	535	2456	2378	688	1511	246	761
C2_01020W_A	16768	3367	32672	29860	6909	6954	8527	11391	29183	31301	5786	16371	10121	11238	24556	29483	8654	7214
C2_01030W_A	1625	3506	1137	1276	505	934	1961	3879	1128	1439	593	1100	2103	2529	944	1687	415	881
C2_01040W_A	100	84	23	11	19	18	107	101	21	27	40	24	63	56	32	28	28	33
C2_01050W_A	62	195	200	253	37	85	123	133	210	343	37	84	107	123	210	371	35	58
C2_01060C_A	113	376	361	454	79	133	227	220	357	624	78	150	213	193	391	658	70	145
C2_01070W_A	1340	4706	1128	1735	815	2012	2310	3085	1118	2613	1130	2228	2025	2119	1224	2636	906	1994
C2_01090C_A	954	1702	548	292	458	471	1378	1547	490	325	443	774	1007	1065	502	362	430	608
C2_01110C_A	3448	3650	2151	1562	1572	1497	3933	4641	1450	2155	939	1720	4799	3911	2104	2003	1511	1180
C2_01120W_A	83505	50416	7063	6113	16276	22103	72084	88912	5200	7223	11102	27212	65427	45571	5916	7889	13046	16369
C2_01130W_A	1994	4459	1298	2656	644	967	3042	3695	1026	3331	396	1020	2795	3194	1424	2859	569	792
C2_01140C_A	1	0	2	9	1	2	1	2	0	10	0	0	2	1	5	2	0	0
C2_01150W_A	250	275	732	879	94	130	234	620	642	800	106	169	401	447	634	1031	102	153
C2_01160W_A	683	1398	619	396	484	710	964	1233	537	524	537	808	1026	1016	493	533	488	685
C2_01170C_A	1142	1980	650	489	593	489	1738	1653	462	760	323	542	1458	1368	742	494	556	507
C2_01180W_A	237	495	1308	1174	148	124	234	659	1081	991	156	184	294	397	1106	1465	118	155
C2_01190C_A	156	258	214	286	99	136	218	245	232	293	124	153	219	214	201	261	110	122
C2_01200C_A	2038	2543	2926	7019	616	637	1998	4417	2141	7237	544	985	2097	2278	2876	6472	744	730
C2_01210C_A	486	1176	1584	6257	257	582	845	1266	1321	7372	266	589	720	791	1720	5791	207	539
C2_01220W_A	1544	3985	1357	1321	692	1214	2647	2685	1115	1953	547	1440	1995	2209	1313	1629	792	1257
C2_01230W_A	208	199	183	154	77	115	212	251	151	195	77	140	243	190	135	181	60	89
C2_01240C_A	307	1470	402	327	126	253	655	750	362	460	120	265	376	494	334	477	181	229
C2_01250W_A	331	986	246	180	153	128	635	364	261	212	211	204	170	234	243	277	203	173
C2_01260W_A	374	775	309	103	206	228	655	544	254	167	226	348	304	341	275	171	212	267
C2_01270W_A	637	435	2131	415	128	210	330	1123	1752	859	132	254	169	219	3093	1185	165	170
C2_01300C_A	4464	868	1457	705	1193	579	6465	744	1026	935	1123	679	5775	591	1209	709	1428	472
C2_01310W_A	356	750	724	1058	252	208	539	723	475	1524	135	279	558	605	707	1254	265	180
C2_01320W_A	1280	1605	612	557	546	650	1548	1698	532	714	614	873	1528	1206	619	631	782	693
C2_01330C_A	781	571	1267	1371	606	183	1407	345	969	1526	525	176	1023	253	867	1567	670	149
C2_01340W_A	3364	3003	3141	2341	2248	1073	4238	3115	2522	2678	2218	1297	3873	2377	2324	2806	2245	946
C2_01350C_A	747	751	707	805	423	284	736	1151	480	1122	288	414	874	533	802	701	566	367
C2_01360C_A	2023	3834	2754	2295	996	849	2812	3197	1797	3072	649	1208	2459	2441	2360	2320	1067	750
C2_01370C_A	1666	3966	1353	2396	523	930	2808	3056	1183	3261	510	1093	2556	2109	1302	3249	679	975
C2_01380W_A	945	319	281	117	1241	856	1588	311	230	149	1007	1600	2056	350	219	141	1496	1080
C2_01390W_A	1612	2336	1408	1379	644	554	1989	3115	998	1673	581	724	2438	2075	1217	1365	841	626
C2_01400C_A	853	2707	511	206	247	204	1750	1203	409	275	256	290	418	731	278	274	264	216
C2_01410C_A	1073	3283	2958	1941	596	859	2272	1532	1945	2643	561	1107	989	1426	2224	2175	836	936
C2_01420C_A	601	1975	446	247	196	223	1276	1027	371	431	204	293	496	683	376	362	234	286
C2_01430W_A	1343	3076	466	321	592	1315	1838	2739	440	438	1038	1601	1893	1754	418	446	802	1500
C2_01440C_A	477	636	507	293	250	255	668	476	550	312	332	395	476	402	504	402	256	318
C2_01450C_A	11	12	76	26	4	2	7	12	73	46	2	5	18	14	136	26	7	3
C2_01460C_A	0	2	5	4	0	1	3	1	4	5	0	0	1	2	7	1	0	0
C2_01470W_A	1207	2191	862	771	469	436	1729	2007	597	1216	334	518	1684	1810	1140	646	548	495
C2_01480W_A	4605	9030	3627	5749	1617	2234	5913	8245	2239	6665	771	2552	6304	6518	2952	5436	1959	1429
C2_01490C_A	518	992	431	335	316	359	770	837	369	479	182	372	711	616	395	440	283	233
C2_01500W_A	4	24	8	3	7	6	16	18	4	4	0	10	17	19	9	6	6	8
C2_01510C_A	286	489	219	393	121	201	321	498	196	375	124	209	383	354	220	382	97	174
C2_01520W_A	276	397	360	368	160	174	389	463	284	362	161	220	413	360	256	302	178	155
C2_01530C_A	1954	3936	1527	1283	1190	1636	3179	3350	1149	1535	1115	2255	2865	2714	1249	1293	1694	1364
C2_01540W_A	129	233	220	111	169	110	244	180	154	156	179	199	271	238	288	140	277	134
C2_01550W_A	1641	3010	800	329	779	765	2092	4143	586	575	1094	1336	3129	2725	795	459	1587	1218
C2_01560W_A	1106	810	1686	3295	548	492	1279	961	1503	3051	590	632	920	530	1403	2700	480	546
C2_01570W_A	77	126	30	21	61	72	89	93	44	37	67	64	107	87	33	40	47	58
C2_01580W_A	412	1195	260	270	129	293	523	1197	282	372	167	370	645	887	271	356	130	328
C2_01590W_A	6665	8865	3589	3322	1066	3239	6773	11349	3429	3724	2025	3182	6576	7758	3591	4125	943	3136
C2_01600C_A	2324	2829	2130	1537	750	1112	2898	3776	1845	1937	821	1380	3207	2697	1889	1590	827	1132
C2_01610C_A	27758	58123	6333	9684	9361	15985	39421	55384	7004	11424	14510	20792	39774	39253	6423	12292	10588	19983
C2_01620W_A	7086	12652	3056	3406	1167	3426	7526	13651	2608	4401	1617	3333	8191	10414	2991	3841	1078	3090
C2_01630W_A	84	859	3	13	24	138	234	1594	8	17	50	219	196	599	11	29	63	163
C2_01640W_A	2103	5090	1116	1017	720	665	3467	5028	711	1624	421	782	3472	4434	1383	894	963	725
C2_01650W_A	23	9	27	16	4	3	18	11	17	13	6	9	31	8	27	11	7	4
C2_01660C_A	398	281	792	483	161	203	319	516	647	579	160	232	416	484	761	732	118	182
C2_01670C_A	7173	6881	1988	1495	2344	2464	7810	6522	1600	1698	2106	3295	6139	4432	1527	1437	2237	2266
C2_01680C_A	532	892	1402	2636	217	249	758	1117	933	3251	179	310	797	829	1301	2918	271	274
C2_01690W_A	1359	2789	2555	3629	322	1157	1293	4039	2172	3377	349	738	2332	3354	2478	2985	212	1154
C2_01700C_A	494	859	1044	1482	246	170	560	1696	767	1661	106	258	727	924	963	1585	235	197
C2_01710W_A	189	225	305	272	86	50	218	317	284	268	89	102	147	195	299	276	76	94
C2_01720C_A	795	1126	816	955	206	319	759	1366	687	1137	230	409	781	896	765	1221	164	353
C2_01730W_A	190	195	162	165	67	125	240	195	138	209	65	142	99	115	119	212	53	80
C2_01740C_A	1194	2463	1061	937	312	710	1374	2639	1017	989	434	731	1460	1674	826	1306	299	616
C2_01750C_A	1319	2336	1354	1234	353	175	1549	3096	939	1623	386	385	1339	1572	1405	1806	405	334
C2_01760C_A	83	185	90	146	40	60	141	150	54	197	26	64	138	166	78	156	39	46
C2_01780W_A	2120	3533	3025	3910	1490	1567	4570	1799	2082	5428	1069	1960	2696	1620	2939	4252	1611	1555
C2_01800W_A	73	120	45	18	27	20	94	194	28	23	31	47	116	103	47	20	35	29
C2_01820C_A	343	723	545	643	185	287	462	633	439	731	169	376	498	600	433	810	188	286
C2_01830W_A	296	591	452	595	131	254	368	460	382	809	102	283	321	402	434	769	156	205
C2_01840C_A	971	1918	530	257	291	239	1445	1811	385	359	290	353	1073	979	430	260	337	243
C2_01850W_A	3520	6517	1377	1211	1112	1857	4840	6005	998	1804	825	2203	5072	4147	1282	1631	1376	1466
C2_01860C_A	257	454	402	285	212	275	340	467	355	322	263	361	433	418	338	320	206	321
C2_01870C_A	131	285	160	262	71	85	194	355	113	352	40	94	232	279	210	206	59	75
C2_01880C_A	85	214	194	353	20	42	109	267	107	361	9	56	147	153	189	251	32	48
C2_01890W_A	660	1326	1058	1337	203	311	962	1665	589	2010	202	330	1363	1003	1098	1244	357	315
C2_01900C_A	835	717	468	422	253	288	759	1141	362	393	164	405	763	641	254	447	256	211
C2_01910W_A	263	295	156	149	90	82	298	351	136	136	72	120	218	198	99	181	73	106
C2_01920C_A	1274	1405	1222	1375	581	584	1597	2024	865	1393	480	924	1586	1246	981	973	915	624
C2_01930C_A	1715	1324	960	1370	628	675	2239	1278	634	1642	587	807	2202	1008	552	1168	752	619
C2_01940C_A	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	3	0	0
C2_01950C_A	129	94	158	68	164	264	111	74	89	88	171	296	182	154	147	111	191	288
C2_01960C_A	132	92	146	68	81	147	108	119	128	76	80	157	158	137	122	89	75	148
C2_01970C_A	533	3143	511	792	429	547	1394	1306	373	1542	265	608	1024	1468	702	1782	493	507
C2_01980C_A	1028	1346	1439	1538	599	302	1978	934	1007	1627	512	356	917	455	1000	1253	758	186
C2_01990C_A	1123	2080	1435	983	470	379	1666	1797	928	1555	255	569	1256	1432	1663	972	619	522
C2_02000W_A	2357	3396	1738	2082	912	1040	3022	3577	1433	2157	857	1390	2583	2496	1467	2136	864	1092
C2_02010C_A	170	192	211	107	134	125	221	246	172	130	91	147	211	164	142	125	125	103
C2_02020W_A	1885	2295	990	414	717	652	2402	3254	758	635	660	924	2263	1976	926	441	1000	712
C2_02030W_A	8316	10301	1615	1863	438	2307	8268	19102	1818	1659	541	1449	8623	9218	1330	1511	350	1790
C2_02040W_A	843	1455	1508	2083	465	444	1083	1515	1014	2945	278	568	1024	1206	1898	2293	468	443
C2_02050C_A	136	275	1227	843	481	669	385	161	840	799	286	914	173	390	906	924	511	741
C2_02060C_A	8	2	73	35	8	5	3	7	42	87	4	3	7	7	146	34	6	2
C2_02070W_A	0	1	1	3	1	0	0	0	0	4	1	2	0	1	4	3	0	0
C2_02090W_A	908	1189	779	431	289	410	1068	1186	609	678	173	385	1091	1086	687	613	259	314
C2_02100W_A	2999	5526	1620	2686	1039	1429	4527	4051	1200	3533	575	1581	3673	3650	1942	2337	1071	1144
C2_02110C_A	109	129	251	258	82	64	153	129	214	353	87	105	140	107	245	325	72	61
C2_02120W_A	930	2525	1353	1625	450	1021	1386	1939	1250	2120	516	957	1376	1365	1228	2423	437	886
C2_02130C_A	5	32	8	10	1	5	22	29	2	22	3	6	26	15	14	12	5	3
C2_02140C_A	1	1	0	0	0	1	4	0	2	1	1	0	3	0	3	2	1	1
C2_02150C_A	939	2007	621	988	290	475	1232	2043	530	1151	266	582	1351	1434	635	1231	296	507
C2_02160W_A	332	499	259	302	122	198	319	590	254	361	95	282	493	544	194	342	109	178
C2_02170W_A	1590	3406	1449	1913	600	805	2387	2350	1228	2369	434	1034	1746	1916	1372	2059	458	801
C2_02180W_A	712	693	1558	1405	395	363	801	614	864	2653	208	602	892	492	1892	1535	375	324
C2_02190C_A	119	196	155	244	66	91	218	204	102	295	31	118	202	169	152	213	84	67
C2_02200W_A	1824	3464	1550	2023	1241	1436	2728	3033	1205	2767	1288	1982	2755	2592	1643	2130	1490	1606
C2_02210C_A	327	367	482	391	116	132	398	506	375	319	123	191	326	339	310	390	158	144
C2_02220C_A	50	38	12	15	22	8	204	15	14	15	37	7	110	10	14	28	17	10
C2_02230C_A	9	11	12	11	0	6	12	30	8	30	4	2	20	18	25	11	6	5
C2_02240C_A	782	1426	1712	2584	420	369	1171	1250	1297	3773	250	488	1037	911	1623	3331	432	290
C2_02250C_A	536	939	993	1556	243	215	793	962	591	1709	192	299	678	636	890	1583	282	207
C2_02260W_A	1463	2378	931	593	732	741	1950	2290	949	606	667	1037	1663	1709	722	760	775	755
C2_02270C_A	785	1625	657	883	231	478	951	1649	649	959	283	614	808	1202	559	1130	221	523
C2_02280W_A	562	1393	785	632	185	364	755	1411	693	663	252	424	744	1020	648	766	178	360
C2_02290C_A	111	115	111	90	38	47	101	174	97	127	38	54	135	191	96	115	35	43
C2_02300W_A	114	163	227	272	36	58	111	227	192	223	29	66	146	153	145	343	28	55
C2_02310W_A	1615	3457	1088	1435	141	1124	1726	4039	1119	1445	253	827	2158	3060	989	1244	127	952
C2_02320C_A	505	1001	537	233	647	505	655	1128	500	328	703	718	968	1108	512	404	618	655
C2_02330W_A	0	0	0	0	0	0	0	1	2	4	0	1	1	1	1	1	0	0
C2_02340C_A	6781	8189	2878	3040	2444	2023	7783	10867	2209	4101	1888	2793	8547	6378	2833	3395	2777	1960
C2_02350C_A	1198	2168	983	1062	523	673	1601	2047	690	1505	295	719	1585	1700	1010	1077	459	572
C2_02360C_A	243	273	57	17	91	97	305	293	56	48	100	122	281	218	47	39	92	110
C2_02370C_A	11458	16020	1653	1638	1765	2961	12997	22768	1357	2024	2196	3758	11062	11030	1360	1546	2112	3149
C2_02380W_A	4808	10099	2120	1416	1670	1821	7221	7485	1788	1644	1722	2413	4186	4517	1678	1683	2012	1612
C2_02390W_A	158	158	711	3839	129	200	193	141	721	4199	194	436	208	185	1691	4207	216	333
C2_02400W_A	424	924	556	675	236	295	628	929	430	968	207	339	695	556	741	736	252	267
C2_02410W_A	1804	1276	811	324	777	402	1861	2092	686	563	813	615	3215	2430	766	543	820	449
C2_02420C_A	1122	3883	921	1157	546	1173	1957	2658	876	1881	660	1393	1941	1739	976	1754	735	1142
C2_02430W_A	1577	7236	1763	3207	937	2543	2915	3977	1687	5177	1030	2334	3194	3205	1984	4888	1074	2017
C2_02440W_A	654	946	1146	1028	379	328	840	1148	848	1267	320	428	879	710	918	1074	476	357
C2_02450C_A	2727	11434	1576	3938	1013	2403	5671	6586	1249	6610	1206	2546	5418	5593	1907	5346	1383	2681
C2_02460W_A	2493	4538	998	619	884	985	3830	3662	774	781	723	1503	2312	2223	797	714	939	1057
C2_02470C_A	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
C2_02490C_A	2152	3413	1656	1862	756	803	2660	3568	1251	2778	606	869	3530	3811	1852	1860	787	825
C2_02500W_A	588	1009	802	531	270	311	931	956	521	684	188	413	946	885	576	515	280	313
C2_02510W_A	1219	4387	1292	1933	570	1546	1910	3415	1038	3361	737	1447	2421	2401	1374	2904	764	1422
C2_02520W_A	460	671	388	307	214	190	632	715	266	434	129	270	638	558	423	346	233	206
C2_02530W_A	2	12	3	0	0	7	9	16	6	7	0	3	3	8	1	1	0	2
C2_02540W_A	2752	12435	1542	2632	1266	3453	5019	7696	1262	4342	1284	3884	5236	5185	1859	3178	1826	4189
C2_02550C_A	26	42	198	117	38	37	33	33	112	145	21	53	22	34	132	139	52	22
C2_02560W_A	0	1	5	8	0	0	0	1	3	9	0	1	0	2	4	3	0	0
C2_02570W_A	73	170	357	552	33	35	71	156	242	634	17	51	84	108	315	628	36	45
C2_02580W_A	369	794	97	229	42	75	348	710	67	316	27	100	260	280	141	233	41	77
C2_02590W_A	4009	6071	4382	5474	1735	3626	6012	2285	2899	8324	1382	5057	9592	2157	4452	5815	1661	3322
C2_02600C_A	45	35	39	21	27	10	49	37	32	27	19	17	79	50	38	26	15	7
C2_02610C_A	111	313	320	79	265	130	147	622	199	126	287	340	167	239	357	90	384	293
C2_02620W_A	1060	1782	2723	1594	1347	527	1444	1505	2114	2282	1020	854	1026	1036	3596	2255	1394	530
C2_02630W_A	357	1188	688	542	288	482	702	732	573	893	257	548	686	595	685	758	299	410
C2_02640C_A	16	14	16	8	8	4	9	34	11	11	5	2	10	10	20	6	11	3
C2_02660W_A	199	456	399	294	127	128	444	251	324	243	162	254	196	153	255	243	144	194
C2_02670C_A	125	189	97	54	71	47	214	114	80	46	88	103	131	149	65	48	87	90
C2_02680W_A	826	2734	1006	881	768	758	1807	1123	816	939	772	943	816	928	723	1139	664	749
C2_02690W_A	1443	3200	399	477	764	1466	1761	4397	306	650	1022	2115	1740	2220	371	570	869	1878
C2_02700C_A	171	219	239	172	115	137	262	269	261	208	139	221	232	204	270	213	122	136
C2_02710C_A	803	2826	829	1438	442	939	1422	1878	854	1820	608	978	1367	1546	769	2378	382	923
C2_02720W_A	4758	9397	3159	4881	1344	1673	7287	9681	2539	6112	1281	2114	6249	5778	3190	4842	1550	1530
C2_02730W_A	1153	1477	1288	1177	726	613	1581	1771	1231	1391	928	971	1571	1224	1249	1396	1006	711
C2_02740C_A	1685	6565	1362	2920	895	2495	3051	4616	1397	3716	1604	2571	2980	3085	1733	4519	971	2574
C2_02750C_A	11	19	3	13	3	5	15	26	4	33	1	9	16	15	15	26	4	11
C2_02760W_A	7289	5397	1854	1154	1932	1847	7037	7438	1235	1625	1007	2136	7110	4840	1649	1170	1605	1274
C2_02770W_A	2379	4953	2348	3117	1204	1502	3352	4831	1736	3945	966	1675	3850	3480	2234	3630	1405	1361
C2_02780C_A	77	236	108	68	73	72	166	81	83	97	56	100	81	105	94	79	81	110
C2_02790C_A	10	24	9	14	2	1	21	24	11	12	7	7	31	23	14	13	8	5
C2_02800W_A	831	1441	610	527	407	529	1109	1388	643	589	363	653	963	948	596	636	338	437
C2_02810C_A	796	1705	391	361	304	444	1115	1536	395	418	425	623	988	1117	395	440	316	567
C2_02820C_A	283	1055	668	958	243	482	468	794	495	1385	242	487	635	559	651	1314	202	409
